tweet,sentiment
" **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",positive
 Oh gosh I hope so. How fun!,positive
Not good news  Time for an incredibly hard decision.,negative
gawd the rain is too strong,negative
Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!,negative
"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",negative
 Yeahhh... thx. I figured it out,positive
"_PingPong Oh, so no male strippers then?  LMAO",negative
melissa_leah: my car wont start.......,negative
 they frown on us googling alcohol at work,negative
 I heard from  &  you`re away. I miss you too  Look forward to tweeting with you when you return.,negative
 what a great project!!! Wish I could have done that with DD1. She`s too old now.,positive
chillaxing really  Yeah man hehe,positive
 Okay will work on that too but please remind me again,positive
says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw,negative
cant believe i stay out this late!.....waking up for work in T-minus 4hours,negative
"sorry , i chili cheese dogged without you",negative
Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.,negative
First time I`m going home early  sucks to b single no one to call,negative
now my ds just died  whatta letdown!,negative
: I like your crazy and witty humor!,positive
"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",positive
 clearly need to crack the whip some more,negative
_Morgan_  which 1? There r2 that I love and want to share  i just wish I`d made them-,positive
" thanks oscc  i have been changing it up lately, and I like this layout the most <33",positive
"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",positive
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,negative
big sis moved out 2day  its gna b weird without her! X,negative
  lol.. zzzzy in office and I`m alone in my bay again.,negative
 hi I`m ok   still not feeling great,negative
" Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",positive
Felt one tooth without the braces bracket. I got soooo hype,negative
I am chillin w/ my homies,positive
i have had the worst headache ever in the history of worst headaches today!  man i hate those!,negative
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,negative
  you are disappointing me......,negative
HAPPY MOTHERS` DAY!,positive
" I kept calling and calling, but never got through",negative
 Goodnight!!!!!!,positive
_ luv it  so true,positive
"A singing girl. Talented, yeah. Good to complain about? No",positive
http://twitpic.com/4wua7 - I can`t wait to see them!,positive
" Oh, I`m so sorry. I feel your pain. I can`t kill them either, and I`m always the one that finds them. Why is that?",negative
 THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up,negative
"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!).",positive
I`m having a problem with my photo here in twitter amf!!!...can`t see my face!,negative
ok... finished all the Mikados  Should shut up now! lol,negative
morning twitterbugs...nothing like a loooooooooong lie-in!!,positive
I will never eat broadway pizza again.. feelin ill.,negative
"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick.",positive
 Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,negative
I wonder why thumbnail pictures aren`t showing up on my TweetDeck?,negative
apparently even Novell Moonlight doesn`t work on my Jaunty,negative
" Hi Susan, read your blog.  It`s really good.  I look forward for the tweet updates",positive
" - I`m hoping these pills will do something, cuz I`m gonna go nuts",positive
 Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,positive
"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you",positive
I miss my daddy so much.,negative
" Wow, you`re car`s awesome! Have fun with Alex.",positive
my nail broke  I haaaaaaaaate,negative
_  it`s on again right now!! aah I love demi lovato,positive
8 of my 11 followers are random spammers,negative
  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,positive
****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,negative
Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.,positive
Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309,positive
watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,positive
 sure I would like some cream right now,positive
 I sorry,positive
 Oh sure . Thx,positive
 well kris is making me a sick panda,negative
 Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,positive
Prom was awesome.,positive
 i know  its nice haha,positive
 aww  but typing from beyond the grave...impressive,positive
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,positive
 Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,positive
"  Sadly not, no. They`re his colleagues and it`s a work party",negative
I cut my thumb on a broken coffee pot.,negative
 it`s ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you,positive
 That wouldn`t have happened if Ravit hadn`t asked me. I met her thru a Twitter friend in CT. Love social media that way.,positive
 no happy hour for me today,positive
Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!,negative
 hahaha my boyfriend! yeah he looked so different there... but he`s so cute... i so want to watch the movie...,positive
_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3,positive
i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.,negative
" I still haven`t figured out what to do with them, sadly  So It`ll take some more research before I know what`s what.",negative
" nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",negative
"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun",positive
" What Makes Me Happy? My Daughter, My Family & Their Support, Money, Shopping, & Restaurants",positive
  I`m bad with understanding there things! You should know this!,negative
 thanks!!! it was a ballroom dancing competition,positive
"had a great shot yesterday, editing pics now",positive
 oops I meant 19th  snowdaysss..,negative
"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",negative
What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!,negative
urban think fail. chai latte is not good there,negative
"Two months ago, I became irrelevant.",negative
Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,negative
...I need a huge favor of love. Anticipate texts from me,positive
wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,positive
working!   I am so ready to go.,positive
"Awh, its the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!",positive
